car_id,company,model,year,kilometers_driven,fuel_type,transmission,owner,car_condition,insurance_status,previous_accidents,num_doors,engine_size,power,Price,city,emission_norm,insurance_eligible,maintenance_level,predicted_price,listing_type,is_certified,price_with_gst,is_synthetic
,Mahindra,Mahindra Scorpio S10,2020,62603,Petrol,,,,,,,,,925013.21,,,,,,,,1110015.85,1.0
,Mahindra,Mahindra Scorpio S10,2020,59309,CNG,,,,,,,,,768998.34,,,,,,,,922798.01,1.0
,Mahindra,Mahindra Scorpio S10,2020,59309,LPG,,,,,,,,,795222.34,,,,,,,,954266.81,1.0
,Mahindra,Mahindra Scorpio S10,2020,56221,Hybrid,,,,,,,,,1100314.48,,,,,,,,1320377.38,1.0
,Mahindra,Mahindra Scorpio S10,2020,53323,EV,,,,,,,,,1088128.94,,,,,,,,1305754.72,1.0
,Mahindra,Mahindra Scorpio S10,2021,57595,Petrol,,,,,,,,,984463.22,,,,,,,,1201045.13,1.0
,Mahindra,Mahindra Scorpio S10,2021,55157,CNG,,,,,,,,,776245.38,,,,,,,,947019.36,1.0
,Mahindra,Mahindra Scorpio S10,2021,55157,LPG,,,,,,,,,699346.36,,,,,,,,853202.56,1.0
,Mahindra,Mahindra Scorpio S10,2021,52847,Hybrid,,,,,,,,,908952.74,,,,,,,,1108922.34,1.0
,Mahindra,Mahindra Scorpio S10,2021,50657,EV,,,,,,,,,1157099.17,,,,,,,,1411660.99,1.0
,Mahindra,Mahindra Scorpio S10,2022,52987,Petrol,,,,,,,,,919565.01,,,,,,,,1149456.26,1.0
,Mahindra,Mahindra Scorpio S10,2022,51296,CNG,,,,,,,,,811324.17,,,,,,,,1014155.21,1.0
,Mahindra,Mahindra Scorpio S10,2022,51296,LPG,,,,,,,,,768483.89,,,,,,,,960604.86,1.0
,Mahindra,Mahindra Scorpio S10,2022,49677,Hybrid,,,,,,,,,948834.42,,,,,,,,1186043.02,1.0
,Mahindra,Mahindra Scorpio S10,2022,48124,EV,,,,,,,,,1217602.58,,,,,,,,1522003.23,1.0
,Mahindra,Mahindra Scorpio S10,2023,48748,Petrol,,,,,,,,,891685.35,,,,,,,,1123523.54,1.0
,Mahindra,Mahindra Scorpio S10,2023,47706,CNG,,,,,,,,,819382.15,,,,,,,,1032421.51,1.0
,Mahindra,Mahindra Scorpio S10,2023,47706,LPG,,,,,,,,,788699.62,,,,,,,,993761.52,1.0
,Mahindra,Mahindra Scorpio S10,2023,46696,Hybrid,,,,,,,,,1046915.84,,,,,,,,1319113.96,1.0
,Mahindra,Mahindra Scorpio S10,2023,45718,EV,,,,,,,,,1076053.14,,,,,,,,1355826.96,1.0
,Mahindra,Mahindra Scorpio S10,2024,44848,Petrol,,,,,,,,,842859.16,,,,,,,,1078859.73,1.0
,Mahindra,Mahindra Scorpio S10,2024,44366,CNG,,,,,,,,,837066.67,,,,,,,,1071445.34,1.0
,Mahindra,Mahindra Scorpio S10,2024,44366,LPG,,,,,,,,,841132.77,,,,,,,,1076649.95,1.0
,Mahindra,Mahindra Scorpio S10,2024,43894,Hybrid,,,,,,,,,1099690.65,,,,,,,,1407604.04,1.0
,Mahindra,Mahindra Scorpio S10,2024,43432,EV,,,,,,,,,1163287.86,,,,,,,,1489008.46,1.0
,Mahindra,Mahindra Scorpio S10,2025,41261,Petrol,,,,,,,,,857684.87,,,,,,,,1097836.64,1.0
,Mahindra,Mahindra Scorpio S10,2025,41261,CNG,,,,,,,,,765704.44,,,,,,,,980101.68,1.0
,Mahindra,Mahindra Scorpio S10,2025,41261,LPG,,,,,,,,,750083.98,,,,,,,,960107.49,1.0
,Mahindra,Mahindra Scorpio S10,2025,41261,Hybrid,,,,,,,,,1020950.99,,,,,,,,1306817.26,1.0
,Mahindra,Mahindra Scorpio S10,2025,41261,EV,,,,,,,,,1131498.17,,,,,,,,1448317.66,1.0
,Mahindra,Mahindra Scorpio S4,2019,34025,Petrol,,,,,,,,,1806615.24,,,,,,,,2131805.98,1.0
,Mahindra,Mahindra Scorpio S4,2019,31888,CNG,,,,,,,,,2019718.83,,,,,,,,2383268.22,1.0
,Mahindra,Mahindra Scorpio S4,2019,31888,LPG,,,,,,,,,1701282.33,,,,,,,,2007513.14,1.0
,Mahindra,Mahindra Scorpio S4,2019,29906,Hybrid,,,,,,,,,2253201.91,,,,,,,,2658778.26,1.0
,Mahindra,Mahindra Scorpio S4,2019,28066,EV,,,,,,,,,2266439.63,,,,,,,,2674398.76,1.0
,Mahindra,Mahindra Scorpio S4,2020,31303,Petrol,,,,,,,,,1811152.58,,,,,,,,2173383.1,1.0
,Mahindra,Mahindra Scorpio S4,2020,29656,CNG,,,,,,,,,1941313.06,,,,,,,,2329575.67,1.0
,Mahindra,Mahindra Scorpio S4,2020,29656,LPG,,,,,,,,,1725121.37,,,,,,,,2070145.64,1.0
,Mahindra,Mahindra Scorpio S4,2020,28111,Hybrid,,,,,,,,,2133453.22,,,,,,,,2560143.86,1.0
,Mahindra,Mahindra Scorpio S4,2020,26663,EV,,,,,,,,,2225471.1,,,,,,,,2670565.32,1.0
,Mahindra,Mahindra Scorpio S4,2021,28799,Petrol,,,,,,,,,1970296.65,,,,,,,,2403761.92,1.0
,Mahindra,Mahindra Scorpio S4,2021,27580,CNG,,,,,,,,,2035199.66,,,,,,,,2482943.59,1.0
,Mahindra,Mahindra Scorpio S4,2021,27580,LPG,,,,,,,,,1690813.75,,,,,,,,2062792.78,1.0
,Mahindra,Mahindra Scorpio S4,2021,26425,Hybrid,,,,,,,,,2103875.11,,,,,,,,2566727.63,1.0
,Mahindra,Mahindra Scorpio S4,2021,25330,EV,,,,,,,,,2377392.05,,,,,,,,2900418.3,1.0
,Mahindra,Mahindra Scorpio S4,2022,26495,Petrol,,,,,,,,,1977904.89,,,,,,,,2472381.11,1.0
,Mahindra,Mahindra Scorpio S4,2022,25649,CNG,,,,,,,,,1550598.55,,,,,,,,1938248.19,1.0
,Mahindra,Mahindra Scorpio S4,2022,25649,LPG,,,,,,,,,1711970.36,,,,,,,,2139962.95,1.0
,Mahindra,Mahindra Scorpio S4,2022,24839,Hybrid,,,,,,,,,2280388.67,,,,,,,,2850485.84,1.0
,Mahindra,Mahindra Scorpio S4,2022,24063,EV,,,,,,,,,2513765.81,,,,,,,,3142207.27,1.0
,Mahindra,Mahindra Scorpio S4,2023,24375,Petrol,,,,,,,,,2233882.39,,,,,,,,2814691.81,1.0
,Mahindra,Mahindra Scorpio S4,2023,23854,CNG,,,,,,,,,1974988.82,,,,,,,,2488485.91,1.0
,Mahindra,Mahindra Scorpio S4,2023,23854,LPG,,,,,,,,,1689855.62,,,,,,,,2129218.09,1.0
,Mahindra,Mahindra Scorpio S4,2023,23349,Hybrid,,,,,,,,,2158904.05,,,,,,,,2720219.11,1.0
,Mahindra,Mahindra Scorpio S4,2023,22860,EV,,,,,,,,,2785536.74,,,,,,,,3509776.29,1.0
,Mahindra,Mahindra Scorpio S4,2024,22425,Petrol,,,,,,,,,2017953.2,,,,,,,,2582980.09,1.0
,Mahindra,Mahindra Scorpio S4,2024,22184,CNG,,,,,,,,,1851490.0,,,,,,,,2369907.2,1.0
,Mahindra,Mahindra Scorpio S4,2024,22184,LPG,,,,,,,,,1715079.48,,,,,,,,2195301.73,1.0
,Mahindra,Mahindra Scorpio S4,2024,21948,Hybrid,,,,,,,,,2339913.29,,,,,,,,2995089.02,1.0
,Mahindra,Mahindra Scorpio S4,2024,21717,EV,,,,,,,,,2392070.05,,,,,,,,3061849.67,1.0
,Mahindra,Mahindra Scorpio S4,2025,20631,Petrol,,,,,,,,,1941597.11,,,,,,,,2485244.3,1.0
,Mahindra,Mahindra Scorpio S4,2025,20631,CNG,,,,,,,,,1789244.39,,,,,,,,2290232.82,1.0
,Mahindra,Mahindra Scorpio S4,2025,20631,LPG,,,,,,,,,1714190.31,,,,,,,,2194163.59,1.0
,Mahindra,Mahindra Scorpio S4,2025,20631,Hybrid,,,,,,,,,2237031.97,,,,,,,,2863400.92,1.0
,Mahindra,Mahindra Scorpio S4,2025,20631,EV,,,,,,,,,2309765.75,,,,,,,,2956500.17,1.0
,Mahindra,Mahindra Scorpio SLE,2019,46712,Petrol,,,,,,,,,744279.12,,,,,,,,878249.36,1.0
,Mahindra,Mahindra Scorpio SLE,2019,43778,CNG,,,,,,,,,669982.87,,,,,,,,790579.78,1.0
,Mahindra,Mahindra Scorpio SLE,2019,43778,LPG,,,,,,,,,688709.21,,,,,,,,812676.87,1.0
,Mahindra,Mahindra Scorpio SLE,2019,41057,Hybrid,,,,,,,,,715212.53,,,,,,,,843950.79,1.0
,Mahindra,Mahindra Scorpio SLE,2019,38531,EV,,,,,,,,,945588.37,,,,,,,,1115794.27,1.0
,Mahindra,Mahindra Scorpio SLE,2020,42975,Petrol,,,,,,,,,794849.47,,,,,,,,953819.36,1.0
,Mahindra,Mahindra Scorpio SLE,2020,40714,CNG,,,,,,,,,595748.85,,,,,,,,714898.63,1.0
,Mahindra,Mahindra Scorpio SLE,2020,40714,LPG,,,,,,,,,618715.83,,,,,,,,742459.0,1.0
,Mahindra,Mahindra Scorpio SLE,2020,38594,Hybrid,,,,,,,,,831535.51,,,,,,,,997842.62,1.0
,Mahindra,Mahindra Scorpio SLE,2020,36605,EV,,,,,,,,,812520.47,,,,,,,,975024.56,1.0
,Mahindra,Mahindra Scorpio SLE,2021,39537,Petrol,,,,,,,,,705042.09,,,,,,,,860151.35,1.0
,Mahindra,Mahindra Scorpio SLE,2021,37864,CNG,,,,,,,,,635054.32,,,,,,,,774766.27,1.0
,Mahindra,Mahindra Scorpio SLE,2021,37864,LPG,,,,,,,,,698119.49,,,,,,,,851705.78,1.0
,Mahindra,Mahindra Scorpio SLE,2021,36278,Hybrid,,,,,,,,,898237.02,,,,,,,,1095849.16,1.0
,Mahindra,Mahindra Scorpio SLE,2021,34775,EV,,,,,,,,,955175.59,,,,,,,,1165314.22,1.0
,Mahindra,Mahindra Scorpio SLE,2022,36374,Petrol,,,,,,,,,771579.48,,,,,,,,964474.35,1.0
,Mahindra,Mahindra Scorpio SLE,2022,35213,CNG,,,,,,,,,634300.07,,,,,,,,792875.09,1.0
,Mahindra,Mahindra Scorpio SLE,2022,35213,LPG,,,,,,,,,611823.96,,,,,,,,764779.95,1.0
,Mahindra,Mahindra Scorpio SLE,2022,34101,Hybrid,,,,,,,,,875462.41,,,,,,,,1094328.01,1.0
,Mahindra,Mahindra Scorpio SLE,2022,33036,EV,,,,,,,,,822391.8,,,,,,,,1027989.75,1.0
,Mahindra,Mahindra Scorpio SLE,2023,33464,Petrol,,,,,,,,,771194.61,,,,,,,,971705.2,1.0
,Mahindra,Mahindra Scorpio SLE,2023,32748,CNG,,,,,,,,,670581.01,,,,,,,,844932.07,1.0
,Mahindra,Mahindra Scorpio SLE,2023,32748,LPG,,,,,,,,,617497.91,,,,,,,,778047.37,1.0
,Mahindra,Mahindra Scorpio SLE,2023,32055,Hybrid,,,,,,,,,886769.77,,,,,,,,1117329.92,1.0
,Mahindra,Mahindra Scorpio SLE,2023,31384,EV,,,,,,,,,911123.9,,,,,,,,1148016.12,1.0
,Mahindra,Mahindra Scorpio SLE,2024,30787,Petrol,,,,,,,,,723539.16,,,,,,,,926130.12,1.0
,Mahindra,Mahindra Scorpio SLE,2024,30456,CNG,,,,,,,,,727719.85,,,,,,,,931481.41,1.0
,Mahindra,Mahindra Scorpio SLE,2024,30456,LPG,,,,,,,,,590729.72,,,,,,,,756134.04,1.0
,Mahindra,Mahindra Scorpio SLE,2024,30132,Hybrid,,,,,,,,,881920.74,,,,,,,,1128858.55,1.0
,Mahindra,Mahindra Scorpio SLE,2024,29815,EV,,,,,,,,,919049.23,,,,,,,,1176383.02,1.0
,Mahindra,Mahindra Scorpio SLE,2025,28324,Petrol,,,,,,,,,725820.83,,,,,,,,929050.66,1.0
,Mahindra,Mahindra Scorpio SLE,2025,28324,CNG,,,,,,,,,693705.83,,,,,,,,887943.46,1.0
,Mahindra,Mahindra Scorpio SLE,2025,28324,LPG,,,,,,,,,584284.43,,,,,,,,747884.06,1.0
,Mahindra,Mahindra Scorpio SLE,2025,28324,Hybrid,,,,,,,,,897642.46,,,,,,,,1148982.35,1.0
,Mahindra,Mahindra Scorpio SLE,2025,28324,EV,,,,,,,,,877622.06,,,,,,,,1123356.24,1.0
,Mahindra,Mahindra Scorpio SLX,2019,43959,Petrol,,,,,,,,,914178.63,,,,,,,,1078730.78,1.0
,Mahindra,Mahindra Scorpio SLX,2019,41198,CNG,,,,,,,,,922926.22,,,,,,,,1089052.94,1.0
,Mahindra,Mahindra Scorpio SLX,2019,41198,LPG,,,,,,,,,772076.16,,,,,,,,911049.87,1.0
,Mahindra,Mahindra Scorpio SLX,2019,38637,Hybrid,,,,,,,,,993625.5,,,,,,,,1172478.09,1.0
,Mahindra,Mahindra Scorpio SLX,2019,36260,EV,,,,,,,,,1026758.29,,,,,,,,1211574.79,1.0
,Mahindra,Mahindra Scorpio SLX,2020,40442,Petrol,,,,,,,,,978095.08,,,,,,,,1173714.09,1.0
,Mahindra,Mahindra Scorpio SLX,2020,38314,CNG,,,,,,,,,801570.43,,,,,,,,961884.51,1.0
,Mahindra,Mahindra Scorpio SLX,2020,38314,LPG,,,,,,,,,891021.37,,,,,,,,1069225.64,1.0
,Mahindra,Mahindra Scorpio SLX,2020,36319,Hybrid,,,,,,,,,949768.76,,,,,,,,1139722.51,1.0
,Mahindra,Mahindra Scorpio SLX,2020,34447,EV,,,,,,,,,1247812.18,,,,,,,,1497374.62,1.0
,Mahindra,Mahindra Scorpio SLX,2021,37207,Petrol,,,,,,,,,955727.95,,,,,,,,1165988.1,1.0
,Mahindra,Mahindra Scorpio SLX,2021,35632,CNG,,,,,,,,,863238.0,,,,,,,,1053150.36,1.0
,Mahindra,Mahindra Scorpio SLX,2021,35632,LPG,,,,,,,,,779787.32,,,,,,,,951340.53,1.0
,Mahindra,Mahindra Scorpio SLX,2021,34140,Hybrid,,,,,,,,,1111337.56,,,,,,,,1355831.83,1.0
,Mahindra,Mahindra Scorpio SLX,2021,32725,EV,,,,,,,,,1129977.11,,,,,,,,1378572.07,1.0
,Mahindra,Mahindra Scorpio SLX,2022,34230,Petrol,,,,,,,,,1006255.09,,,,,,,,1257818.86,1.0
,Mahindra,Mahindra Scorpio SLX,2022,33138,CNG,,,,,,,,,874227.29,,,,,,,,1092784.12,1.0
,Mahindra,Mahindra Scorpio SLX,2022,33138,LPG,,,,,,,,,813414.22,,,,,,,,1016767.77,1.0
,Mahindra,Mahindra Scorpio SLX,2022,32091,Hybrid,,,,,,,,,1061666.83,,,,,,,,1327083.54,1.0
,Mahindra,Mahindra Scorpio SLX,2022,31089,EV,,,,,,,,,1128664.89,,,,,,,,1410831.11,1.0
,Mahindra,Mahindra Scorpio SLX,2023,31492,Petrol,,,,,,,,,961208.53,,,,,,,,1211122.74,1.0
,Mahindra,Mahindra Scorpio SLX,2023,30818,CNG,,,,,,,,,779182.49,,,,,,,,981769.94,1.0
,Mahindra,Mahindra Scorpio SLX,2023,30818,LPG,,,,,,,,,740934.4,,,,,,,,933577.35,1.0
,Mahindra,Mahindra Scorpio SLX,2023,30166,Hybrid,,,,,,,,,1133747.43,,,,,,,,1428521.76,1.0
,Mahindra,Mahindra Scorpio SLX,2023,29534,EV,,,,,,,,,1144145.12,,,,,,,,1441622.86,1.0
,Mahindra,Mahindra Scorpio SLX,2024,28972,Petrol,,,,,,,,,933360.35,,,,,,,,1194701.24,1.0
,Mahindra,Mahindra Scorpio SLX,2024,28661,CNG,,,,,,,,,869236.77,,,,,,,,1112623.06,1.0
,Mahindra,Mahindra Scorpio SLX,2024,28661,LPG,,,,,,,,,822956.38,,,,,,,,1053384.17,1.0
,Mahindra,Mahindra Scorpio SLX,2024,28356,Hybrid,,,,,,,,,1050195.98,,,,,,,,1344250.86,1.0
,Mahindra,Mahindra Scorpio SLX,2024,28057,EV,,,,,,,,,1079647.05,,,,,,,,1381948.22,1.0
,Mahindra,Mahindra Scorpio SLX,2025,26655,Petrol,,,,,,,,,954868.8,,,,,,,,1222232.06,1.0
,Mahindra,Mahindra Scorpio SLX,2025,26655,CNG,,,,,,,,,817306.54,,,,,,,,1046152.37,1.0
,Mahindra,Mahindra Scorpio SLX,2025,26655,LPG,,,,,,,,,825890.96,,,,,,,,1057140.43,1.0
,Mahindra,Mahindra Scorpio SLX,2025,26655,Hybrid,,,,,,,,,974472.04,,,,,,,,1247324.21,1.0
,Mahindra,Mahindra Scorpio SLX,2025,26655,EV,,,,,,,,,1202467.72,,,,,,,,1539158.68,1.0
,Mahindra,Mahindra Scorpio VLX,2019,57999,Petrol,,,,,,,,,1840174.0,,,,,,,,2171405.33,1.0
,Mahindra,Mahindra Scorpio VLX,2019,54356,CNG,,,,,,,,,1671568.24,,,,,,,,1972450.52,1.0
,Mahindra,Mahindra Scorpio VLX,2019,54356,LPG,,,,,,,,,1618595.18,,,,,,,,1909942.31,1.0
,Mahindra,Mahindra Scorpio VLX,2019,50977,Hybrid,,,,,,,,,2263485.68,,,,,,,,2670913.1,1.0
,Mahindra,Mahindra Scorpio VLX,2019,47841,EV,,,,,,,,,2278010.34,,,,,,,,2688052.21,1.0
,Mahindra,Mahindra Scorpio VLX,2020,53359,Petrol,,,,,,,,,1591785.83,,,,,,,,1910143.0,1.0
,Mahindra,Mahindra Scorpio VLX,2020,50551,CNG,,,,,,,,,1519886.06,,,,,,,,1823863.27,1.0
,Mahindra,Mahindra Scorpio VLX,2020,50551,LPG,,,,,,,,,1471172.97,,,,,,,,1765407.57,1.0
,Mahindra,Mahindra Scorpio VLX,2020,47919,Hybrid,,,,,,,,,2061069.56,,,,,,,,2473283.47,1.0
,Mahindra,Mahindra Scorpio VLX,2020,45449,EV,,,,,,,,,2214014.5,,,,,,,,2656817.4,1.0
,Mahindra,Mahindra Scorpio VLX,2021,49090,Petrol,,,,,,,,,1711512.91,,,,,,,,2088045.75,1.0
,Mahindra,Mahindra Scorpio VLX,2021,47012,CNG,,,,,,,,,1664726.67,,,,,,,,2030966.53,1.0
,Mahindra,Mahindra Scorpio VLX,2021,47012,LPG,,,,,,,,,1459199.12,,,,,,,,1780222.93,1.0
,Mahindra,Mahindra Scorpio VLX,2021,45043,Hybrid,,,,,,,,,1982343.43,,,,,,,,2418458.99,1.0
,Mahindra,Mahindra Scorpio VLX,2021,43177,EV,,,,,,,,,1966086.66,,,,,,,,2398625.73,1.0
,Mahindra,Mahindra Scorpio VLX,2022,45163,Petrol,,,,,,,,,1690309.26,,,,,,,,2112886.58,1.0
,Mahindra,Mahindra Scorpio VLX,2022,43721,CNG,,,,,,,,,1512763.51,,,,,,,,1890954.38,1.0
,Mahindra,Mahindra Scorpio VLX,2022,43721,LPG,,,,,,,,,1438978.29,,,,,,,,1798722.87,1.0
,Mahindra,Mahindra Scorpio VLX,2022,42341,Hybrid,,,,,,,,,2187942.16,,,,,,,,2734927.7,1.0
,Mahindra,Mahindra Scorpio VLX,2022,41018,EV,,,,,,,,,2024999.95,,,,,,,,2531249.94,1.0
,Mahindra,Mahindra Scorpio VLX,2023,41550,Petrol,,,,,,,,,2072061.41,,,,,,,,2610797.37,1.0
,Mahindra,Mahindra Scorpio VLX,2023,40661,CNG,,,,,,,,,1695006.78,,,,,,,,2135708.54,1.0
,Mahindra,Mahindra Scorpio VLX,2023,40661,LPG,,,,,,,,,1545425.15,,,,,,,,1947235.69,1.0
,Mahindra,Mahindra Scorpio VLX,2023,39800,Hybrid,,,,,,,,,1951865.88,,,,,,,,2459351.01,1.0
,Mahindra,Mahindra Scorpio VLX,2023,38967,EV,,,,,,,,,2237547.09,,,,,,,,2819309.33,1.0
,Mahindra,Mahindra Scorpio VLX,2024,38226,Petrol,,,,,,,,,1727629.19,,,,,,,,2211365.36,1.0
,Mahindra,Mahindra Scorpio VLX,2024,37815,CNG,,,,,,,,,1658330.19,,,,,,,,2122662.64,1.0
,Mahindra,Mahindra Scorpio VLX,2024,37815,LPG,,,,,,,,,1763255.49,,,,,,,,2256967.03,1.0
,Mahindra,Mahindra Scorpio VLX,2024,37412,Hybrid,,,,,,,,,2045987.48,,,,,,,,2618863.97,1.0
,Mahindra,Mahindra Scorpio VLX,2024,37018,EV,,,,,,,,,2295391.17,,,,,,,,2938100.7,1.0
,Mahindra,Mahindra Scorpio VLX,2025,35168,Petrol,,,,,,,,,1713935.88,,,,,,,,2193837.93,1.0
,Mahindra,Mahindra Scorpio VLX,2025,35168,CNG,,,,,,,,,1642822.41,,,,,,,,2102812.69,1.0
,Mahindra,Mahindra Scorpio VLX,2025,35168,LPG,,,,,,,,,1690871.49,,,,,,,,2164315.51,1.0
,Mahindra,Mahindra Scorpio VLX,2025,35168,Hybrid,,,,,,,,,1980435.9,,,,,,,,2534957.95,1.0
,Mahindra,Mahindra Scorpio VLX,2025,35168,EV,,,,,,,,,2380834.13,,,,,,,,3047467.68,1.0
,Mahindra,Mahindra Scorpio Vlx,2019,60940,Petrol,,,,,,,,,1940342.01,,,,,,,,2289603.57,1.0
,Mahindra,Mahindra Scorpio Vlx,2019,57112,CNG,,,,,,,,,1654607.49,,,,,,,,1952436.84,1.0
,Mahindra,Mahindra Scorpio Vlx,2019,57112,LPG,,,,,,,,,1650188.25,,,,,,,,1947222.14,1.0
,Mahindra,Mahindra Scorpio Vlx,2019,53563,Hybrid,,,,,,,,,2265401.85,,,,,,,,2673174.18,1.0
,Mahindra,Mahindra Scorpio Vlx,2019,50267,EV,,,,,,,,,2316893.01,,,,,,,,2733933.75,1.0
,Mahindra,Mahindra Scorpio Vlx,2020,56065,Petrol,,,,,,,,,1685941.91,,,,,,,,2023130.29,1.0
,Mahindra,Mahindra Scorpio Vlx,2020,53115,CNG,,,,,,,,,1637688.62,,,,,,,,1965226.34,1.0
,Mahindra,Mahindra Scorpio Vlx,2020,53115,LPG,,,,,,,,,1566250.58,,,,,,,,1879500.69,1.0
,Mahindra,Mahindra Scorpio Vlx,2020,50349,Hybrid,,,,,,,,,2130937.39,,,,,,,,2557124.87,1.0
,Mahindra,Mahindra Scorpio Vlx,2020,47754,EV,,,,,,,,,2316740.52,,,,,,,,2780088.62,1.0
,Mahindra,Mahindra Scorpio Vlx,2021,51579,Petrol,,,,,,,,,1881146.93,,,,,,,,2294999.25,1.0
,Mahindra,Mahindra Scorpio Vlx,2021,49396,CNG,,,,,,,,,1575199.07,,,,,,,,1921742.87,1.0
,Mahindra,Mahindra Scorpio Vlx,2021,49396,LPG,,,,,,,,,1626129.52,,,,,,,,1983878.02,1.0
,Mahindra,Mahindra Scorpio Vlx,2021,47328,Hybrid,,,,,,,,,2218914.28,,,,,,,,2707075.42,1.0
,Mahindra,Mahindra Scorpio Vlx,2021,45366,EV,,,,,,,,,2308581.54,,,,,,,,2816469.48,1.0
,Mahindra,Mahindra Scorpio Vlx,2022,47453,Petrol,,,,,,,,,1982001.15,,,,,,,,2477501.44,1.0
,Mahindra,Mahindra Scorpio Vlx,2022,45939,CNG,,,,,,,,,1798077.86,,,,,,,,2247597.33,1.0
,Mahindra,Mahindra Scorpio Vlx,2022,45939,LPG,,,,,,,,,1633663.77,,,,,,,,2042079.72,1.0
,Mahindra,Mahindra Scorpio Vlx,2022,44488,Hybrid,,,,,,,,,2131485.49,,,,,,,,2664356.87,1.0
,Mahindra,Mahindra Scorpio Vlx,2022,43098,EV,,,,,,,,,2010970.4,,,,,,,,2513713.0,1.0
,Mahindra,Mahindra Scorpio Vlx,2023,43657,Petrol,,,,,,,,,1909280.57,,,,,,,,2405693.51,1.0
,Mahindra,Mahindra Scorpio Vlx,2023,42723,CNG,,,,,,,,,1733736.12,,,,,,,,2184507.51,1.0
,Mahindra,Mahindra Scorpio Vlx,2023,42723,LPG,,,,,,,,,1615768.17,,,,,,,,2035867.89,1.0
,Mahindra,Mahindra Scorpio Vlx,2023,41819,Hybrid,,,,,,,,,1976524.28,,,,,,,,2490420.6,1.0
,Mahindra,Mahindra Scorpio Vlx,2023,40943,EV,,,,,,,,,2088685.54,,,,,,,,2631743.78,1.0
,Mahindra,Mahindra Scorpio Vlx,2024,40164,Petrol,,,,,,,,,1978915.73,,,,,,,,2533012.13,1.0
,Mahindra,Mahindra Scorpio Vlx,2024,39732,CNG,,,,,,,,,1708333.44,,,,,,,,2186666.81,1.0
,Mahindra,Mahindra Scorpio Vlx,2024,39732,LPG,,,,,,,,,1654871.32,,,,,,,,2118235.28,1.0
,Mahindra,Mahindra Scorpio Vlx,2024,39310,Hybrid,,,,,,,,,2144133.79,,,,,,,,2744491.25,1.0
,Mahindra,Mahindra Scorpio Vlx,2024,38896,EV,,,,,,,,,2237549.67,,,,,,,,2864063.58,1.0
,Mahindra,Mahindra Scorpio Vlx,2025,36951,Petrol,,,,,,,,,1966087.37,,,,,,,,2516591.83,1.0
,Mahindra,Mahindra Scorpio Vlx,2025,36951,CNG,,,,,,,,,1659377.07,,,,,,,,2124002.65,1.0
,Mahindra,Mahindra Scorpio Vlx,2025,36951,LPG,,,,,,,,,1599030.93,,,,,,,,2046759.58,1.0
,Mahindra,Mahindra Scorpio Vlx,2025,36951,Hybrid,,,,,,,,,2081126.93,,,,,,,,2663842.48,1.0
,Mahindra,Mahindra Scorpio Vlx,2025,36951,EV,,,,,,,,,2175333.49,,,,,,,,2784426.87,1.0
,Mahindra,Mahindra Scorpio W,2019,48589,Petrol,,,,,,,,,467286.11,,,,,,,,551397.61,1.0
,Mahindra,Mahindra Scorpio W,2019,45537,CNG,,,,,,,,,443866.86,,,,,,,,523762.89,1.0
,Mahindra,Mahindra Scorpio W,2019,45537,LPG,,,,,,,,,395002.37,,,,,,,,466102.8,1.0
,Mahindra,Mahindra Scorpio W,2019,42707,Hybrid,,,,,,,,,588790.3,,,,,,,,694772.55,1.0
,Mahindra,Mahindra Scorpio W,2019,40080,EV,,,,,,,,,540674.31,,,,,,,,637995.69,1.0
,Mahindra,Mahindra Scorpio W,2020,44702,Petrol,,,,,,,,,470779.88,,,,,,,,564935.86,1.0
,Mahindra,Mahindra Scorpio W,2020,42350,CNG,,,,,,,,,426471.91,,,,,,,,511766.29,1.0
,Mahindra,Mahindra Scorpio W,2020,42350,LPG,,,,,,,,,441992.14,,,,,,,,530390.57,1.0
,Mahindra,Mahindra Scorpio W,2020,40144,Hybrid,,,,,,,,,553993.25,,,,,,,,664791.9,1.0
,Mahindra,Mahindra Scorpio W,2020,38076,EV,,,,,,,,,606714.07,,,,,,,,728056.89,1.0
,Mahindra,Mahindra Scorpio W,2021,41126,Petrol,,,,,,,,,433680.11,,,,,,,,529089.74,1.0
,Mahindra,Mahindra Scorpio W,2021,39385,CNG,,,,,,,,,445047.34,,,,,,,,542957.76,1.0
,Mahindra,Mahindra Scorpio W,2021,39385,LPG,,,,,,,,,428392.28,,,,,,,,522638.58,1.0
,Mahindra,Mahindra Scorpio W,2021,37736,Hybrid,,,,,,,,,550239.21,,,,,,,,671291.83,1.0
,Mahindra,Mahindra Scorpio W,2021,36172,EV,,,,,,,,,607867.13,,,,,,,,741597.9,1.0
,Mahindra,Mahindra Scorpio W,2022,37836,Petrol,,,,,,,,,461340.83,,,,,,,,576676.04,1.0
,Mahindra,Mahindra Scorpio W,2022,36628,CNG,,,,,,,,,475068.89,,,,,,,,593836.11,1.0
,Mahindra,Mahindra Scorpio W,2022,36628,LPG,,,,,,,,,462779.9,,,,,,,,578474.88,1.0
,Mahindra,Mahindra Scorpio W,2022,35472,Hybrid,,,,,,,,,535615.97,,,,,,,,669519.96,1.0
,Mahindra,Mahindra Scorpio W,2022,34363,EV,,,,,,,,,556069.86,,,,,,,,695087.32,1.0
,Mahindra,Mahindra Scorpio W,2023,34809,Petrol,,,,,,,,,517637.23,,,,,,,,652222.91,1.0
