car_id,company,model,year,kms_driven,fuel_type,transmission,owner,car_condition,insurance_status,previous_accidents,num_doors,engine_size,power,price,city,emission_norm,insurance_eligible,maintenance_level,predicted_price,listing_type,is_certified,car_age
832.0,Toyota,Yaris,2017,164431.0,Hybrid,Automatic,3Rd,Fair,Yes,5.0,4.0,2566.0,249.0,243525.0,Bangalore,Bs3,True,Medium,243525.0,Private,True,8
833.0,Hyundai,Creta,2012,208550.0,Hybrid,Manual,1St,Poor,No,2.0,5.0,3701.0,303.0,36589.0,Hyderabad,Bs4,False,Low,36589.0,Dealer,False,13
834.0,Mahindra,Scorpio,2012,121972.0,Cng,Manual,4Th,Good,Yes,0.0,4.0,1064.0,147.0,104002.0,Mumbai,Bs6,True,Medium,104002.0,Dealer,False,13
835.0,Mahindra,Thar,2007,178784.0,Cng,Manual,3Rd,Good,Yes,4.0,5.0,912.0,366.0,41763.0,Chennai,Bs4,True,High,41763.0,Dealer,False,18
836.0,Tata,Tiago,2022,182768.0,Cng,Automatic,2Nd,Good,Yes,3.0,4.0,1390.0,336.0,317804.0,Hyderabad,Bs4,True,Low,317804.0,Dealer,False,3
837.0,Maruti,Dzire,2007,138876.0,Electric,Manual,2Nd,Excellent,Yes,1.0,2.0,1542.0,75.0,103257.0,Chennai,Bs6,True,Low,103257.0,Private,True,18
838.0,Tata,Harrier,2017,211003.0,Electric,Automatic,4Th,Excellent,Yes,0.0,2.0,2074.0,241.0,249778.0,Delhi,Bs6,True,Medium,249778.0,Private,False,8
839.0,Honda,Amaze,2011,59412.0,Cng,Manual,3Rd,Good,Yes,0.0,4.0,883.0,370.0,107345.0,Mumbai,Bs6,True,Low,107345.0,Private,True,14
840.0,Toyota,Fortuner,2005,85684.0,Electric,Automatic,1St,Fair,No,1.0,4.0,1084.0,148.0,105856.0,Delhi,Bs6,False,High,105856.0,Private,True,20
841.0,Honda,City,2009,157212.0,Cng,Manual,4Th,Fair,Yes,3.0,2.0,2878.0,136.0,45080.0,Chennai,Bs3,True,High,45080.0,Dealer,True,16
842.0,Honda,Amaze,2008,91502.0,Diesel,Manual,1St,Good,Yes,1.0,5.0,2181.0,292.0,88395.0,Hyderabad,Bs4,True,Medium,88395.0,Dealer,True,17
843.0,Honda,City,2012,214325.0,Electric,Manual,4Th,Excellent,Yes,0.0,4.0,3501.0,362.0,119003.0,Mumbai,Bs6,True,Low,119003.0,Private,False,13
844.0,Mahindra,Thar,2014,83969.0,Diesel,Automatic,2Nd,Excellent,Yes,1.0,4.0,2582.0,253.0,201650.0,Mumbai,Bs4,True,Low,201650.0,Private,True,11
845.0,Tata,Harrier,2017,80189.0,Electric,Automatic,1St,Good,Yes,0.0,2.0,2057.0,360.0,304686.0,Hyderabad,Bs6,True,Low,304686.0,Private,True,8
846.0,Maruti,Baleno,2017,49345.0,Cng,Manual,4Th,Fair,Yes,1.0,2.0,2883.0,249.0,237215.0,Mumbai,Bs3,True,Low,237215.0,Private,True,8
847.0,Mahindra,Xuv500,2007,187179.0,Diesel,Automatic,2Nd,Good,Yes,1.0,2.0,2362.0,165.0,62458.0,Mumbai,Bs4,True,Low,62458.0,Dealer,False,18
848.0,Tata,Nexon,2016,240539.0,Electric,Manual,2Nd,Excellent,Yes,0.0,5.0,1857.0,276.0,227705.0,Hyderabad,Bs6,True,High,227705.0,Private,True,9
849.0,Mahindra,Scorpio,2013,107270.0,Petrol,Automatic,4Th,Good,Yes,2.0,2.0,3991.0,309.0,144851.0,Bangalore,Bs6,True,Low,144851.0,Private,True,12
850.0,Tata,Nexon,2012,18487.0,Petrol,Manual,2Nd,Poor,No,0.0,2.0,2999.0,227.0,102636.0,Delhi,Bs6,False,Medium,102636.0,Private,False,13
851.0,Honda,Wr-V,2013,28440.0,Petrol,Automatic,2Nd,Poor,No,1.0,4.0,1622.0,125.0,118288.0,Hyderabad,Bs3,False,Medium,118288.0,Private,True,12
852.0,Maruti,Baleno,2010,21917.0,Petrol,Manual,4Th,Good,Yes,0.0,2.0,2610.0,365.0,133980.0,Mumbai,Bs6,True,High,133980.0,Dealer,True,15
853.0,Maruti,Dzire,2005,248667.0,Diesel,Automatic,3Rd,Poor,No,0.0,2.0,3438.0,88.0,20000.0,Chennai,Bs4,False,Low,20000.0,Private,True,20
854.0,Mahindra,Thar,2015,172493.0,Electric,Manual,4Th,Excellent,Yes,0.0,5.0,1978.0,345.0,196328.0,Delhi,Bs3,True,High,196328.0,Private,True,10
855.0,Maruti,Baleno,2021,140056.0,Petrol,Manual,3Rd,Good,Yes,0.0,2.0,3602.0,179.0,318129.0,Mumbai,Bs4,True,Low,318129.0,Dealer,False,4
856.0,Maruti,Swift,2025,9226.0,Hybrid,Manual,1St,Good,Yes,3.0,5.0,3441.0,257.0,574405.0,Bangalore,Bs6,True,High,574405.0,Private,False,0
857.0,Hyundai,Verna,2020,160591.0,Cng,Automatic,4Th,Good,Yes,3.0,4.0,2997.0,244.0,284327.0,Delhi,Bs3,True,Medium,284327.0,Dealer,False,5
858.0,Hyundai,Creta,2005,113177.0,Cng,Manual,1St,Good,No,1.0,5.0,1729.0,265.0,74668.0,Delhi,Bs6,False,Medium,74668.0,Dealer,False,20
859.0,Tata,Tiago,2019,116363.0,Electric,Automatic,3Rd,Good,Yes,1.0,2.0,3762.0,331.0,348206.0,Delhi,Bs3,True,Low,348206.0,Dealer,True,6
860.0,Mahindra,Scorpio,2024,95267.0,Electric,Automatic,3Rd,Good,Yes,0.0,2.0,2726.0,115.0,471970.0,Hyderabad,Bs6,True,Medium,471970.0,Private,False,1
861.0,Hyundai,Creta,2022,233288.0,Diesel,Automatic,4Th,Excellent,Yes,0.0,5.0,1645.0,257.0,340434.0,Hyderabad,Bs6,True,Low,340434.0,Private,True,3
862.0,Toyota,Fortuner,2009,107817.0,Cng,Automatic,2Nd,Fair,Yes,0.0,4.0,2095.0,372.0,77003.0,Hyderabad,Bs6,True,High,77003.0,Dealer,True,16
863.0,Maruti,Swift,2005,241217.0,Petrol,Automatic,1St,Good,No,3.0,2.0,3845.0,137.0,20000.0,Delhi,Bs4,False,Low,20000.0,Private,False,20
864.0,Tata,Tiago,2015,184445.0,Diesel,Automatic,3Rd,Excellent,Yes,1.0,2.0,1468.0,272.0,185102.0,Mumbai,Bs6,True,High,185102.0,Private,True,10
865.0,Mahindra,Xuv500,2013,180869.0,Diesel,Manual,2Nd,Poor,No,0.0,2.0,1355.0,255.0,40686.0,Chennai,Bs4,False,Medium,40686.0,Dealer,True,12
866.0,Honda,Amaze,2023,149922.0,Diesel,Automatic,1St,Poor,No,4.0,5.0,2208.0,233.0,251520.0,Mumbai,Bs4,False,Low,251520.0,Dealer,True,2
867.0,Mahindra,Xuv500,2009,29090.0,Diesel,Automatic,3Rd,Fair,Yes,4.0,2.0,2252.0,368.0,109757.0,Chennai,Bs3,True,High,109757.0,Private,True,16
868.0,Honda,City,2021,73464.0,Hybrid,Manual,4Th,Good,Yes,0.0,5.0,1778.0,216.0,398120.0,Bangalore,Bs4,True,Medium,398120.0,Private,True,4
869.0,Mahindra,Xuv500,2007,87272.0,Hybrid,Manual,2Nd,Fair,Yes,4.0,2.0,3809.0,353.0,105750.0,Mumbai,Bs4,True,Medium,105750.0,Dealer,False,18
870.0,Maruti,Dzire,2013,182676.0,Electric,Automatic,3Rd,Fair,Yes,3.0,4.0,2467.0,235.0,106009.0,Delhi,Bs4,True,High,106009.0,Private,True,12
871.0,Honda,City,2019,240851.0,Petrol,Automatic,1St,Excellent,Yes,0.0,2.0,1795.0,98.0,249768.0,Delhi,Bs4,True,Low,249768.0,Dealer,True,6
872.0,Maruti,Swift,2005,193069.0,Cng,Manual,2Nd,Good,No,4.0,4.0,3384.0,229.0,40956.0,Mumbai,Bs6,False,Low,40956.0,Dealer,True,20
873.0,Mahindra,Thar,2010,24039.0,Petrol,Manual,4Th,Fair,Yes,0.0,2.0,3736.0,100.0,111791.0,Chennai,Bs4,True,High,111791.0,Dealer,False,15
874.0,Mahindra,Xuv500,2024,185145.0,Diesel,Automatic,3Rd,Fair,Yes,1.0,2.0,2612.0,154.0,300877.0,Hyderabad,Bs3,True,Low,300877.0,Dealer,True,1
875.0,Toyota,Yaris,2011,183492.0,Petrol,Manual,2Nd,Excellent,Yes,0.0,2.0,1465.0,262.0,55486.0,Hyderabad,Bs4,True,High,55486.0,Private,False,14
876.0,Honda,Amaze,2012,139080.0,Petrol,Automatic,3Rd,Fair,Yes,0.0,2.0,2823.0,236.0,77278.0,Mumbai,Bs6,True,Medium,77278.0,Dealer,False,13
877.0,Mahindra,Scorpio,2007,83466.0,Hybrid,Automatic,1St,Good,Yes,1.0,4.0,2646.0,243.0,125194.0,Chennai,Bs4,True,Medium,125194.0,Private,False,18
878.0,Mahindra,Thar,2012,153938.0,Diesel,Manual,3Rd,Good,Yes,3.0,4.0,2451.0,297.0,79265.0,Chennai,Bs4,True,Low,79265.0,Dealer,False,13
879.0,Maruti,Swift,2015,99996.0,Diesel,Automatic,3Rd,Excellent,Yes,2.0,5.0,1507.0,137.0,212245.0,Hyderabad,Bs3,True,Low,212245.0,Dealer,True,10
880.0,Hyundai,Creta,2015,51840.0,Petrol,Automatic,4Th,Excellent,Yes,2.0,5.0,1937.0,176.0,229661.0,Delhi,Bs4,True,High,229661.0,Private,False,10
881.0,Hyundai,Creta,2006,92633.0,Petrol,Manual,3Rd,Fair,Yes,1.0,2.0,1763.0,325.0,79166.0,Chennai,Bs3,True,Medium,79166.0,Private,True,19
882.0,Mahindra,Thar,2015,165271.0,Cng,Automatic,1St,Good,Yes,1.0,4.0,3768.0,251.0,137723.0,Delhi,Bs4,True,High,137723.0,Private,True,10
883.0,Honda,Amaze,2012,54907.0,Cng,Manual,3Rd,Good,Yes,3.0,4.0,1949.0,344.0,142323.0,Bangalore,Bs6,True,Medium,142323.0,Dealer,True,13
884.0,Mahindra,Scorpio,2012,185625.0,Hybrid,Manual,2Nd,Good,Yes,0.0,2.0,2083.0,321.0,106218.0,Mumbai,Bs4,True,Low,106218.0,Private,True,13
885.0,Tata,Harrier,2013,17544.0,Electric,Automatic,2Nd,Fair,Yes,0.0,2.0,2290.0,90.0,189928.0,Chennai,Bs3,True,Low,189928.0,Dealer,False,12
886.0,Toyota,Innova,2022,38304.0,Cng,Automatic,4Th,Poor,No,1.0,5.0,1619.0,390.0,271744.0,Delhi,Bs6,False,High,271744.0,Dealer,False,3
887.0,Mahindra,Thar,2021,209413.0,Hybrid,Automatic,2Nd,Fair,Yes,0.0,2.0,2021.0,193.0,296421.0,Delhi,Bs3,True,Medium,296421.0,Dealer,True,4
888.0,Tata,Nexon,2016,121881.0,Diesel,Automatic,4Th,Good,Yes,1.0,4.0,1241.0,200.0,190174.0,Chennai,Bs4,True,Low,190174.0,Private,False,9
889.0,Hyundai,Creta,2005,32483.0,Petrol,Automatic,4Th,Good,No,0.0,5.0,2336.0,341.0,127803.0,Mumbai,Bs6,False,Medium,127803.0,Private,False,20
890.0,Toyota,Fortuner,2025,74162.0,Cng,Manual,1St,Fair,Yes,1.0,4.0,1061.0,94.0,338920.0,Delhi,Bs3,True,Low,338920.0,Dealer,True,0
891.0,Honda,Amaze,2015,21275.0,Electric,Automatic,1St,Good,Yes,1.0,5.0,2505.0,388.0,271402.0,Chennai,Bs6,True,Low,271402.0,Dealer,True,10
892.0,Maruti,Baleno,2012,62721.0,Petrol,Manual,1St,Good,Yes,1.0,4.0,973.0,81.0,120257.0,Delhi,Bs3,True,Low,120257.0,Dealer,False,13
893.0,Mahindra,Scorpio,2017,5047.0,Hybrid,Automatic,4Th,Excellent,Yes,1.0,4.0,3052.0,94.0,383641.0,Mumbai,Bs3,True,High,383641.0,Dealer,True,8
894.0,Tata,Nexon,2016,183979.0,Petrol,Automatic,2Nd,Good,Yes,0.0,2.0,3370.0,378.0,166577.0,Bangalore,Bs4,True,High,166577.0,Private,False,9
895.0,Hyundai,Verna,2013,87683.0,Diesel,Automatic,3Rd,Good,Yes,1.0,4.0,918.0,288.0,141032.0,Hyderabad,Bs6,True,High,141032.0,Private,True,12
896.0,Maruti,Baleno,2008,194724.0,Diesel,Manual,3Rd,Fair,Yes,1.0,5.0,2042.0,244.0,20000.0,Chennai,Bs3,True,High,20000.0,Dealer,False,17
897.0,Maruti,Baleno,2005,56734.0,Diesel,Automatic,2Nd,Good,No,1.0,5.0,2140.0,294.0,114245.0,Chennai,Bs6,False,Low,114245.0,Private,False,20
898.0,Honda,Wr-V,2012,20361.0,Hybrid,Manual,1St,Fair,Yes,1.0,2.0,1923.0,60.0,155134.0,Bangalore,Bs4,True,Medium,155134.0,Dealer,True,13
899.0,Hyundai,Verna,2011,110930.0,Cng,Manual,3Rd,Good,Yes,0.0,2.0,1291.0,214.0,82384.0,Delhi,Bs4,True,Medium,82384.0,Dealer,True,14
900.0,Mahindra,Scorpio,2005,230762.0,Electric,Manual,1St,Excellent,No,1.0,4.0,3174.0,345.0,74310.0,Bangalore,Bs4,False,Low,74310.0,Private,True,20
901.0,Hyundai,I20,2007,104212.0,Electric,Manual,1St,Good,Yes,2.0,4.0,1516.0,66.0,114948.0,Hyderabad,Bs3,True,High,114948.0,Dealer,False,18
902.0,Mahindra,Xuv500,2011,210224.0,Cng,Manual,3Rd,Poor,No,0.0,5.0,2634.0,60.0,20000.0,Mumbai,Bs6,False,Medium,20000.0,Private,True,14
903.0,Mahindra,Thar,2014,95429.0,Petrol,Automatic,4Th,Fair,Yes,1.0,4.0,3497.0,250.0,141400.0,Hyderabad,Bs6,True,Low,141400.0,Private,False,11
904.0,Toyota,Innova,2016,122548.0,Cng,Automatic,2Nd,Fair,Yes,2.0,4.0,3567.0,337.0,178614.0,Chennai,Bs4,True,Medium,178614.0,Dealer,False,9
905.0,Honda,Amaze,2025,122304.0,Electric,Manual,1St,Good,Yes,3.0,5.0,1394.0,366.0,521592.0,Bangalore,Bs6,True,High,521592.0,Dealer,True,0
906.0,Hyundai,Verna,2017,21428.0,Electric,Manual,1St,Good,Yes,1.0,4.0,3054.0,400.0,294642.0,Delhi,Bs6,True,Low,294642.0,Private,False,8
907.0,Mahindra,Xuv500,2022,245610.0,Electric,Automatic,2Nd,Good,Yes,1.0,5.0,3878.0,114.0,365298.0,Delhi,Bs6,True,High,365298.0,Private,True,3
908.0,Hyundai,Verna,2005,234142.0,Hybrid,Manual,4Th,Excellent,No,0.0,4.0,1790.0,267.0,59495.0,Bangalore,Bs3,False,High,59495.0,Dealer,True,20
909.0,Maruti,Baleno,2008,54286.0,Diesel,Manual,1St,Excellent,Yes,4.0,4.0,2264.0,398.0,121173.0,Chennai,Bs3,True,High,121173.0,Private,False,17
910.0,Hyundai,Creta,2018,162334.0,Hybrid,Automatic,1St,Good,Yes,5.0,4.0,2109.0,239.0,315598.0,Mumbai,Bs4,True,High,315598.0,Private,False,7
911.0,Maruti,Baleno,2023,162590.0,Cng,Automatic,1St,Good,Yes,4.0,2.0,2745.0,189.0,346261.0,Hyderabad,Bs3,True,Low,346261.0,Dealer,True,2
912.0,Mahindra,Xuv500,2012,158232.0,Electric,Manual,3Rd,Good,Yes,2.0,4.0,1687.0,374.0,118116.0,Chennai,Bs3,True,Low,118116.0,Dealer,True,13
913.0,Tata,Nexon,2021,47509.0,Electric,Automatic,4Th,Fair,Yes,1.0,5.0,999.0,189.0,399859.0,Hyderabad,Bs3,True,High,399859.0,Private,True,4
914.0,Honda,City,2006,76096.0,Hybrid,Automatic,4Th,Excellent,Yes,0.0,2.0,1615.0,306.0,156102.0,Chennai,Bs3,True,Low,156102.0,Private,True,19
915.0,Maruti,Baleno,2010,58568.0,Cng,Automatic,2Nd,Fair,Yes,2.0,2.0,1215.0,144.0,94148.0,Delhi,Bs3,True,High,94148.0,Dealer,False,15
916.0,Mahindra,Xuv500,2005,185705.0,Hybrid,Automatic,1St,Good,No,0.0,4.0,3082.0,276.0,85299.0,Mumbai,Bs3,False,Low,85299.0,Private,False,20
917.0,Toyota,Fortuner,2009,31722.0,Petrol,Manual,1St,Good,Yes,1.0,4.0,3502.0,339.0,129736.0,Bangalore,Bs6,True,Medium,129736.0,Private,True,16
918.0,Mahindra,Thar,2023,108332.0,Petrol,Manual,2Nd,Excellent,Yes,0.0,5.0,3673.0,260.0,419495.0,Mumbai,Bs4,True,Low,419495.0,Dealer,True,2
919.0,Honda,Wr-V,2021,2321.0,Cng,Manual,3Rd,Poor,No,3.0,2.0,1572.0,399.0,250322.0,Chennai,Bs4,False,Medium,250322.0,Dealer,True,4
920.0,Toyota,Yaris,2025,141925.0,Petrol,Manual,2Nd,Fair,Yes,0.0,2.0,2756.0,322.0,363308.0,Mumbai,Bs6,True,Low,363308.0,Dealer,False,0
921.0,Honda,City,2013,106533.0,Petrol,Automatic,1St,Fair,Yes,2.0,2.0,1588.0,251.0,114387.0,Chennai,Bs4,True,High,114387.0,Dealer,True,12
922.0,Toyota,Innova,2025,228555.0,Diesel,Manual,3Rd,Good,Yes,0.0,5.0,926.0,273.0,352057.0,Mumbai,Bs6,True,Low,352057.0,Dealer,True,0
923.0,Tata,Tiago,2019,170437.0,Cng,Automatic,3Rd,Poor,No,3.0,4.0,2894.0,309.0,149765.0,Chennai,Bs6,False,High,149765.0,Dealer,False,6
924.0,Mahindra,Xuv500,2015,139654.0,Hybrid,Manual,3Rd,Good,Yes,4.0,4.0,3234.0,322.0,190765.0,Delhi,Bs4,True,Medium,190765.0,Dealer,True,10
925.0,Honda,City,2015,135704.0,Electric,Automatic,3Rd,Good,Yes,1.0,2.0,3947.0,373.0,215885.0,Delhi,Bs6,True,Medium,215885.0,Dealer,False,10
926.0,Toyota,Innova,2011,209198.0,Electric,Manual,1St,Fair,Yes,3.0,5.0,1811.0,165.0,39023.0,Hyderabad,Bs6,True,Medium,39023.0,Dealer,False,14
927.0,Tata,Tiago,2013,244445.0,Hybrid,Automatic,3Rd,Excellent,Yes,1.0,4.0,1309.0,252.0,140238.0,Hyderabad,Bs4,True,Low,140238.0,Dealer,True,12
928.0,Honda,Amaze,2019,245039.0,Hybrid,Automatic,4Th,Excellent,Yes,0.0,4.0,3372.0,310.0,314568.0,Hyderabad,Bs3,True,Medium,314568.0,Private,False,6
929.0,Hyundai,I20,2008,94721.0,Petrol,Manual,1St,Excellent,Yes,1.0,4.0,1321.0,109.0,96811.0,Chennai,Bs3,True,Low,96811.0,Dealer,True,17
930.0,Toyota,Yaris,2013,74498.0,Electric,Manual,2Nd,Excellent,Yes,1.0,4.0,3063.0,241.0,190233.0,Delhi,Bs3,True,Low,190233.0,Private,True,12
931.0,Tata,Nexon,2022,161558.0,Petrol,Manual,1St,Good,Yes,1.0,4.0,2791.0,123.0,319220.0,Mumbai,Bs3,True,Medium,319220.0,Dealer,True,3
932.0,Hyundai,I20,2012,73261.0,Petrol,Manual,2Nd,Good,Yes,0.0,5.0,2383.0,288.0,120998.0,Delhi,Bs3,True,Low,120998.0,Dealer,False,13
933.0,Tata,Nexon,2017,222976.0,Hybrid,Automatic,1St,Good,Yes,0.0,5.0,2813.0,283.0,232374.0,Hyderabad,Bs4,True,Medium,232374.0,Dealer,False,8
934.0,Tata,Tiago,2024,53862.0,Cng,Manual,1St,Good,Yes,1.0,4.0,1489.0,266.0,382557.0,Delhi,Bs3,True,Medium,382557.0,Private,False,1
935.0,Mahindra,Xuv500,2012,99468.0,Hybrid,Automatic,1St,Good,Yes,1.0,5.0,3657.0,93.0,145928.0,Chennai,Bs6,True,Low,145928.0,Private,False,13
936.0,Maruti,Baleno,2018,189839.0,Electric,Automatic,1St,Good,Yes,0.0,4.0,2301.0,193.0,286379.0,Chennai,Bs3,True,Low,286379.0,Dealer,True,7
937.0,Tata,Tiago,2006,199415.0,Diesel,Manual,2Nd,Excellent,Yes,1.0,2.0,1825.0,100.0,46363.0,Hyderabad,Bs4,True,Medium,46363.0,Dealer,False,19
938.0,Tata,Tiago,2010,60054.0,Electric,Automatic,2Nd,Good,Yes,0.0,2.0,3343.0,86.0,142598.0,Hyderabad,Bs6,True,High,142598.0,Dealer,False,15
939.0,Tata,Nexon,2012,4504.0,Diesel,Manual,1St,Fair,Yes,0.0,2.0,2987.0,123.0,138219.0,Chennai,Bs6,True,Medium,138219.0,Dealer,True,13
940.0,Hyundai,I20,2005,85322.0,Diesel,Automatic,1St,Good,No,3.0,4.0,1352.0,145.0,111560.0,Mumbai,Bs4,False,Low,111560.0,Dealer,True,20
941.0,Honda,Wr-V,2013,121216.0,Diesel,Automatic,2Nd,Fair,Yes,1.0,2.0,3421.0,370.0,112038.0,Mumbai,Bs3,True,Medium,112038.0,Dealer,True,12
942.0,Toyota,Innova,2017,144261.0,Hybrid,Automatic,4Th,Poor,No,4.0,4.0,3280.0,355.0,173647.0,Chennai,Bs4,False,High,173647.0,Private,True,8
943.0,Tata,Nexon,2006,54235.0,Petrol,Automatic,3Rd,Excellent,Yes,3.0,4.0,2339.0,213.0,139168.0,Bangalore,Bs3,True,Medium,139168.0,Private,True,19
944.0,Hyundai,Creta,2025,196699.0,Diesel,Automatic,2Nd,Good,Yes,0.0,2.0,1382.0,68.0,363142.0,Delhi,Bs4,True,Medium,363142.0,Private,False,0
945.0,Tata,Tiago,2011,121451.0,Diesel,Automatic,1St,Excellent,Yes,0.0,5.0,1214.0,211.0,107778.0,Bangalore,Bs3,True,Medium,107778.0,Private,False,14
946.0,Tata,Nexon,2024,77057.0,Cng,Automatic,1St,Poor,No,3.0,4.0,1077.0,240.0,311816.0,Bangalore,Bs3,False,Medium,311816.0,Dealer,True,1
947.0,Hyundai,Verna,2022,70676.0,Petrol,Manual,2Nd,Good,Yes,0.0,4.0,2452.0,231.0,345886.0,Hyderabad,Bs4,True,Medium,345886.0,Private,False,3
948.0,Toyota,Yaris,2008,231612.0,Electric,Automatic,4Th,Fair,Yes,0.0,5.0,3784.0,349.0,39359.0,Hyderabad,Bs3,True,Low,39359.0,Private,False,17
949.0,Tata,Harrier,2025,70020.0,Diesel,Manual,2Nd,Excellent,Yes,0.0,4.0,1702.0,81.0,485705.0,Mumbai,Bs4,True,Low,485705.0,Dealer,True,0
950.0,Hyundai,Creta,2009,111912.0,Hybrid,Automatic,2Nd,Excellent,Yes,0.0,2.0,1887.0,307.0,134839.0,Mumbai,Bs3,True,Medium,134839.0,Dealer,False,16
951.0,Mahindra,Xuv500,2015,161689.0,Cng,Automatic,3Rd,Good,Yes,1.0,5.0,2154.0,383.0,155830.0,Bangalore,Bs6,True,Low,155830.0,Private,True,10
952.0,Maruti,Baleno,2020,71352.0,Cng,Automatic,4Th,Poor,No,5.0,2.0,3223.0,213.0,237977.0,Bangalore,Bs3,False,Low,237977.0,Dealer,True,5
953.0,Hyundai,Creta,2009,242758.0,Petrol,Automatic,4Th,Fair,Yes,0.0,4.0,2025.0,101.0,20000.0,Delhi,Bs3,True,High,20000.0,Private,True,16
954.0,Maruti,Baleno,2017,213663.0,Electric,Manual,4Th,Good,Yes,0.0,4.0,1284.0,217.0,207682.0,Delhi,Bs4,True,Medium,207682.0,Private,True,8
955.0,Hyundai,Creta,2012,160057.0,Diesel,Automatic,2Nd,Good,Yes,1.0,2.0,1212.0,102.0,93488.0,Mumbai,Bs6,True,Low,93488.0,Dealer,False,13
956.0,Maruti,Dzire,2025,39816.0,Petrol,Manual,4Th,Excellent,Yes,0.0,4.0,3580.0,242.0,476514.0,Hyderabad,Bs3,True,Low,476514.0,Dealer,False,0
957.0,Maruti,Dzire,2007,10358.0,Hybrid,Manual,2Nd,Fair,Yes,3.0,4.0,1240.0,196.0,135005.0,Hyderabad,Bs4,True,High,135005.0,Dealer,False,18
958.0,Tata,Harrier,2013,41259.0,Hybrid,Manual,4Th,Good,Yes,1.0,2.0,2411.0,233.0,200612.0,Delhi,Bs6,True,Medium,200612.0,Private,False,12
959.0,Honda,Amaze,2025,184983.0,Electric,Automatic,2Nd,Fair,Yes,2.0,5.0,2137.0,167.0,380657.0,Delhi,Bs4,True,Low,380657.0,Dealer,True,0
960.0,Toyota,Fortuner,2009,28226.0,Electric,Manual,2Nd,Fair,Yes,0.0,4.0,3616.0,223.0,130016.0,Hyderabad,Bs3,True,High,130016.0,Private,False,16
961.0,Mahindra,Scorpio,2022,191202.0,Hybrid,Automatic,2Nd,Fair,Yes,1.0,4.0,1441.0,260.0,338552.0,Delhi,Bs4,True,Low,338552.0,Dealer,True,3
962.0,Honda,Amaze,2010,212996.0,Electric,Automatic,4Th,Fair,Yes,3.0,4.0,1344.0,227.0,50284.0,Chennai,Bs6,True,Medium,50284.0,Dealer,True,15
963.0,Hyundai,Creta,2018,24436.0,Electric,Automatic,2Nd,Excellent,Yes,0.0,5.0,3273.0,313.0,390099.0,Bangalore,Bs3,True,High,390099.0,Dealer,False,7
964.0,Maruti,Dzire,2016,186480.0,Cng,Automatic,3Rd,Excellent,Yes,0.0,5.0,1626.0,168.0,200759.0,Delhi,Bs4,True,High,200759.0,Private,False,9
965.0,Toyota,Yaris,2024,51553.0,Electric,Manual,4Th,Poor,No,1.0,4.0,3006.0,293.0,366723.0,Mumbai,Bs4,False,Medium,366723.0,Dealer,False,1
966.0,Maruti,Baleno,2018,243544.0,Electric,Manual,3Rd,Fair,Yes,0.0,4.0,2029.0,393.0,198141.0,Mumbai,Bs3,True,High,198141.0,Private,False,7
967.0,Toyota,Fortuner,2006,58143.0,Electric,Manual,4Th,Excellent,Yes,0.0,2.0,1920.0,334.0,152667.0,Hyderabad,Bs4,True,Low,152667.0,Private,True,19
968.0,Toyota,Fortuner,2022,173352.0,Hybrid,Automatic,1St,Fair,Yes,4.0,4.0,3096.0,228.0,340926.0,Delhi,Bs6,True,High,340926.0,Dealer,True,3
969.0,Maruti,Baleno,2025,64381.0,Electric,Manual,1St,Excellent,Yes,1.0,4.0,1492.0,396.0,610897.0,Bangalore,Bs6,True,Medium,610897.0,Private,True,0
970.0,Hyundai,Verna,2010,94746.0,Petrol,Automatic,3Rd,Poor,No,1.0,5.0,1080.0,99.0,55750.0,Delhi,Bs3,False,Low,55750.0,Dealer,True,15
971.0,Honda,City,2008,200514.0,Electric,Automatic,1St,Good,Yes,2.0,5.0,2705.0,321.0,75781.0,Mumbai,Bs4,True,High,75781.0,Private,True,17
972.0,Maruti,Baleno,2010,101680.0,Diesel,Automatic,1St,Poor,No,1.0,2.0,1059.0,143.0,54415.0,Delhi,Bs4,False,Low,54415.0,Dealer,False,15
973.0,Mahindra,Xuv500,2005,89176.0,Electric,Automatic,1St,Fair,No,2.0,4.0,1669.0,145.0,110643.0,Delhi,Bs6,False,High,110643.0,Private,True,20
974.0,Mahindra,Thar,2020,146134.0,Electric,Automatic,3Rd,Good,Yes,0.0,2.0,949.0,291.0,364001.0,Delhi,Bs3,True,High,364001.0,Private,True,5
975.0,Honda,Wr-V,2015,108929.0,Petrol,Automatic,4Th,Excellent,Yes,2.0,5.0,2932.0,347.0,222637.0,Mumbai,Bs6,True,Low,222637.0,Private,False,10
976.0,Toyota,Yaris,2015,31392.0,Hybrid,Manual,3Rd,Excellent,Yes,1.0,4.0,2001.0,79.0,309248.0,Mumbai,Bs3,True,Medium,309248.0,Dealer,False,10
977.0,Hyundai,Creta,2015,222753.0,Electric,Manual,3Rd,Excellent,Yes,0.0,4.0,2466.0,71.0,215263.0,Mumbai,Bs4,True,Medium,215263.0,Dealer,True,10
978.0,Toyota,Yaris,2024,223233.0,Petrol,Automatic,1St,Excellent,Yes,0.0,4.0,2103.0,123.0,355119.0,Delhi,Bs6,True,Low,355119.0,Dealer,True,1
979.0,Honda,Wr-V,2022,239330.0,Petrol,Automatic,3Rd,Excellent,Yes,0.0,2.0,2077.0,275.0,331884.0,Mumbai,Bs6,True,Medium,331884.0,Private,True,3
